Sr.No.,Accord Code,Company Name,BS_Year End,BS_Goodwill,BS_Computer Software,BS_Technical know-how,"BS_Patents, trademarks and designs",BS_Technology License  Fees,BS_Sundry Debtors
28648,131819,Nuway Organic Naturals India Ltd.,202303,,,,,,0.58
28649,131819,Nuway Organic Naturals India Ltd.,202203,,,,0.09,,0.58
28650,227408,Nuziveedu Seeds Ltd.,202303,3.30,0.80,,0.01,,83.40
28651,227408,Nuziveedu Seeds Ltd.,202203,3.30,0.78,,0.01,,78.65
28652,216443,Nvidia Graphic Pvt Ltd.,202403,,,,,,
28653,216443,Nvidia Graphic Pvt Ltd.,202303,,,,,,70.10
28654,216443,Nvidia Graphic Pvt Ltd.,202203,,,,,,16.30
28655,274477,NVT Quality Certification Pvt Ltd.,202303,,,,,,0.42
28656,274477,NVT Quality Certification Pvt Ltd.,202203,,,,,,0.17
28657,215588,NXP India Pvt Ltd.,202403,25.74,0.33,,,,12.27
28658,215588,NXP India Pvt Ltd.,202303,25.74,0.33,,,,17.47
28659,215588,NXP India Pvt Ltd.,202203,25.74,0.33,,,,9.99
28660,277749,Nxtra Data Ltd.,202403,,,,,,244.80
28661,277749,Nxtra Data Ltd.,202303,,,,,,178.60
28662,277749,Nxtra Data Ltd.,202203,,,,,,287.60
28663,301782,NYK India Pvt Ltd.,202403,67.24,0.43,,,,23.65
28664,301782,NYK India Pvt Ltd.,202303,67.24,0.38,,,,17.03
28665,301782,NYK India Pvt Ltd.,202203,,,,,,17.93
28666,277750,NYK Shipmanagement (India) Pvt Ltd.,202303,,0.11,,,,0.82
28667,277750,NYK Shipmanagement (India) Pvt Ltd.,202203,,0.11,,,,
28668,296042,Nykaa E- Retail Pvt Ltd.,202403,,4.20,,75.94,,131.86
28669,296042,Nykaa E- Retail Pvt Ltd.,202303,,3.91,,52.87,,104.29
28670,296042,Nykaa E- Retail Pvt Ltd.,202203,,3.05,,36.84,,77.71
28671,297441,Nysaa Retail Pvt Ltd.,202303,,0.40,,,,5.33
28672,297441,Nysaa Retail Pvt Ltd.,202203,,0.40,,,,2.02
28673,104378,Nyssa Corporation Ltd.,202303,,,,,,1.27
28674,104378,Nyssa Corporation Ltd.,202203,,,,,,1.27
28675,317941,Oan Industries Ltd.,202403,,,,,,3.28
28676,252058,OAP Mediatech Pvt Ltd.,202403,,0.79,,,,71.19
28677,252058,OAP Mediatech Pvt Ltd.,202303,,0.76,,,,45.12
28678,252058,OAP Mediatech Pvt Ltd.,202203,,0.76,,,,34.81
28679,270150,Oasis Realty Pvt Ltd.,202303,,,,0.01,,0.31
28680,270150,Oasis Realty Pvt Ltd.,202203,,,,0.01,,0.65
28681,112489,Oasis Securities Ltd.,202403,,,,,,
28682,112489,Oasis Securities Ltd.,202303,,,,,,1.23
28683,112489,Oasis Securities Ltd.,202203,,,,,,35.01
28684,296144,Oasis Shipping Pvt Ltd.,202303,,0.66,,,,2.57
28685,296144,Oasis Shipping Pvt Ltd.,202203,,0.66,,,,0.37
28686,241181,Oasis Township Pvt Ltd.,202303,,,,,,0.04
28687,266558,Oasis Tradelink Ltd.,202403,,,,,,11.47
28688,266558,Oasis Tradelink Ltd.,202303,,,,,,11.47
28689,266558,Oasis Tradelink Ltd.,202203,,,,,,11.47
28690,252054,OB Infrastructure Ltd.,202403,,,,,,
28691,252054,OB Infrastructure Ltd.,202303,,,,,,
28692,252054,OB Infrastructure Ltd.,202203,,,,,,
28693,294390,Obeetee Pvt Ltd.,202403,,0.93,,,,149.02
28694,294390,Obeetee Pvt Ltd.,202303,,0.89,,,,102.96
28695,294390,Obeetee Pvt Ltd.,202203,,0.77,,,,124.88
28696,210559,Oberoi Constructions Ltd.,202303,,0.01,,,,1060.04
28697,210559,Oberoi Constructions Ltd.,202203,,0.01,,,,36.76
28698,220743,Oberoi Hotels Pvt Ltd,202403,,0.12,,,,12.76
28699,220743,Oberoi Hotels Pvt Ltd,202303,,0.12,,,,10.74
28700,220743,Oberoi Hotels Pvt Ltd,202203,,0.12,,,,7.29
28701,242272,Oberoi Mall Ltd.,202303,,0.01,,,,1.72
28702,242272,Oberoi Mall Ltd.,202203,,,,,,7.03
28703,220018,Oberoi Realty Ltd.,202403,,8.43,,,,118.46
28704,220018,Oberoi Realty Ltd.,202303,,8.96,,,,1073.08
28705,220018,Oberoi Realty Ltd.,202203,,8.40,,,,56.83
28706,240079,Oberoi Sons (India) Ltd.,202303,,,,,,1.42
28707,240079,Oberoi Sons (India) Ltd.,202203,,,,,,1.34
28708,245694,ObjectOne Information Systems Ltd.,202303,,,,8.73,,0.38
28709,245694,ObjectOne Information Systems Ltd.,202203,,,,8.73,,1.17
28710,222227,OBO Bettermann India Pvt Ltd.,202403,,2.20,,,,30.52
28711,222227,OBO Bettermann India Pvt Ltd.,202303,,1.89,,,,28.27
28712,222227,OBO Bettermann India Pvt Ltd.,202203,,1.66,,,,33.74
28713,295869,OBRA-C Badaun Transmission Ltd.,202303,,0.01,,,,65.02
28714,295869,OBRA-C Badaun Transmission Ltd.,202203,,,,,,28.24
28715,316281,OBSC Perfection Ltd.,202403,,,,,,21.53
28716,316281,OBSC Perfection Ltd.,202303,,,,,,19.97
28717,316281,OBSC Perfection Ltd.,202203,,,,,,15.58
28718,316146,OCCL Ltd.,202403,,,,,,
28719,119491,Ocean Agro (India) Ltd.,202303,,0.12,,,,5.13
28720,119491,Ocean Agro (India) Ltd.,202203,,,,,,5.13
28721,295074,Ocean Constructions (India) Pvt Ltd.,202403,,0.01,,,,214.80
28722,295074,Ocean Constructions (India) Pvt Ltd.,202303,,0.01,,,,220.03
28723,295074,Ocean Constructions (India) Pvt Ltd.,202203,,0.01,,,,271.02
28724,306973,Ocean Network Express (India) Pvt Ltd.,202403,,0.06,,,,13.10
28725,306973,Ocean Network Express (India) Pvt Ltd.,202303,,0.06,,,,32.69
28726,306973,Ocean Network Express (India) Pvt Ltd.,202203,,0.06,,,,7.66
28727,211375,Ocean Pearl Hotels Pvt Ltd.,202403,,0.51,,,,5.52
28728,211375,Ocean Pearl Hotels Pvt Ltd.,202303,,0.26,,,,5.14
28729,211375,Ocean Pearl Hotels Pvt Ltd.,202203,,0.25,,,,4.43
28730,216446,Ocean Sparkle Limited,202403,,1.91,,,,89.43
28731,216446,Ocean Sparkle Limited,202303,,1.14,,,,74.80
28732,216446,Ocean Sparkle Limited,202203,,1.17,,,,82.26
28733,227665,Oceanic Foods Ltd.,202303,,,,,,9.76
28734,227665,Oceanic Foods Ltd.,202203,,,,,,21.77
28735,232826,OCL Investments & Leasing Ltd.,202303,,,,,,0.00
28736,232826,OCL Investments & Leasing Ltd.,202203,,,,,,0.00
28737,211876,OCM Pvt Ltd.,202403,,1.95,,,,87.52
28738,211876,OCM Pvt Ltd.,202303,,1.95,,,,76.14
28739,211876,OCM Pvt Ltd.,202203,,1.95,,,,77.34
28740,216448,Ocmi Glass Machinery Mfg India Private Limited,202303,,,,,,1.09
28741,216448,Ocmi Glass Machinery Mfg India Private Limited,202203,,,,,,1.53
28742,222725,Octal Credit Capital Ltd.,202403,,,,,,
28743,222725,Octal Credit Capital Ltd.,202303,,,,,,
28744,222725,Octal Credit Capital Ltd.,202203,,,,,,
28745,297824,Octavius Plantations Ltd.,202303,,,,,,1.55
28746,297824,Octavius Plantations Ltd.,202203,,,,,,3.69
28747,284771,Octaware Technologies Ltd.,202403,,0.10,,,,0.99
28748,284771,Octaware Technologies Ltd.,202303,,0.10,,,,1.12
28749,284771,Octaware Technologies Ltd.,202203,,0.10,,,,1.19
28750,275355,Ocwen Financial Solutions Pvt Ltd.,202403,,1.89,,,,126.98
28751,275355,Ocwen Financial Solutions Pvt Ltd.,202303,,2.36,,,,124.41
28752,275355,Ocwen Financial Solutions Pvt Ltd.,202203,,3.64,,,,118.98
28753,208894,Odisha Hydro Power Corporation Ltd.,202403,,,,,,37.32
28754,208894,Odisha Hydro Power Corporation Ltd.,202303,,,,,,62.50
28755,208894,Odisha Hydro Power Corporation Ltd.,202203,,,,,,75.19
28756,241196,Odisha Mining Corporation Ltd.,202403,,5.12,,751.30,,316.24
28757,241196,Odisha Mining Corporation Ltd.,202303,,5.12,,682.29,,342.81
28758,241196,Odisha Mining Corporation Ltd.,202203,,4.49,,557.58,,395.94
28759,219684,Odisha Power Generation Corporation Ltd.,202403,,16.91,,,,1176.75
28760,219684,Odisha Power Generation Corporation Ltd.,202303,,16.53,,,,1304.55
28761,219684,Odisha Power Generation Corporation Ltd.,202203,,14.77,,,,570.38
28762,246580,Odisha Power Transmission Corporation Ltd.,202303,,17.42,,,,136.13
28763,246580,Odisha Power Transmission Corporation Ltd.,202203,,17.42,,,,152.82
28764,272820,Odisha Television Ltd.,202403,,41.80,,,,3.07
28765,272820,Odisha Television Ltd.,202303,,41.81,,,,4.76
28766,272820,Odisha Television Ltd.,202203,,38.82,,,,39.85
28767,131996,Odyssey Corporation Ltd.,202403,,0.00,,,,0.73
28768,131996,Odyssey Corporation Ltd.,202303,,0.00,,,,3.07
28769,131996,Odyssey Corporation Ltd.,202203,,0.00,,,,1.66
28770,290266,Odyssey Motors Pvt Ltd.,202403,,,,,,6.64
28771,290266,Odyssey Motors Pvt Ltd.,202303,,,,,,5.33
28772,290266,Odyssey Motors Pvt Ltd.,202203,,,,,,5.28
28773,130175,Odyssey Technologies Ltd.,202403,,,,,,8.26
28774,130175,Odyssey Technologies Ltd.,202303,,,,,,6.31
28775,130175,Odyssey Technologies Ltd.,202203,,,,,,5.62
28776,222057,OEC Records Management Co Pvt Ltd,202403,,0.64,,,,27.97
28777,222057,OEC Records Management Co Pvt Ltd,202303,,0.64,,,,25.94
28778,222057,OEC Records Management Co Pvt Ltd,202203,,0.64,,,,25.51
28779,213696,OEN India Ltd.,202403,,2.44,,,,57.28
28780,213696,OEN India Ltd.,202303,,2.41,,,,46.47
28781,213696,OEN India Ltd.,202203,,3.43,,,,44.37
28782,239509,Oerlikon Friction Systems (India) Ltd.,202403,,0.46,,,,10.67
28783,239509,Oerlikon Friction Systems (India) Ltd.,202303,,0.44,,,,9.67
28784,239509,Oerlikon Friction Systems (India) Ltd.,202203,,0.22,,,,11.61
28785,271615,Offbeat Developers Pvt Ltd.,202403,,0.58,,,,18.44
28786,271615,Offbeat Developers Pvt Ltd.,202303,,0.58,,,,23.37
28787,271615,Offbeat Developers Pvt Ltd.,202203,,0.56,,,,38.21
28788,222867,Office 2000 Solution Pvt Ltd.,202403,,,,,,17.05
28789,222867,Office 2000 Solution Pvt Ltd.,202303,,,,,,14.36
28790,222867,Office 2000 Solution Pvt Ltd.,202203,,,,,,8.04
28791,240081,Office Care Services Ltd.,202303,,,,,,0.14
28792,240081,Office Care Services Ltd.,202203,,,,,,0.17
28793,221595,Offshore Infrastructures Ltd,202403,,1.51,,,,456.25
28794,221595,Offshore Infrastructures Ltd,202303,,1.51,,,,360.24
28795,221595,Offshore Infrastructures Ltd,202203,,1.51,,,,367.95
28796,250928,Offshore Marinetech Pvt Ltd.,202303,,,,,,9.50
28797,250928,Offshore Marinetech Pvt Ltd.,202203,,,,,,8.89
28798,216453,Ohsung India Pvt Ltd.,202403,,,,,,39.79
28799,216453,Ohsung India Pvt Ltd.,202303,,,,,,21.71
28800,216453,Ohsung India Pvt Ltd.,202203,,,,,,33.91
28801,100312,Oil & Natural Gas Corporation Ltd.,202403,,705.55,,,,11409.74
28802,100312,Oil & Natural Gas Corporation Ltd.,202303,,560.21,,,,10250.31
28803,100312,Oil & Natural Gas Corporation Ltd.,202203,,504.12,,,,11788.48
28804,100313,Oil Country Tubular Ltd.,202403,,2.09,,,,0.01
28805,100313,Oil Country Tubular Ltd.,202303,,2.09,,,,
28806,100313,Oil Country Tubular Ltd.,202203,,2.09,,,,0.23
28807,200091,Oil India Ltd.,202403,,192.59,,18.62,,2581.33
28808,200091,Oil India Ltd.,202303,,184.06,,18.61,,2222.39
28809,200091,Oil India Ltd.,202203,,160.58,,14.37,,1404.24
28810,211458,Oilgear India Pvt Ltd.,202303,,0.05,,,,1.94
28811,211458,Oilgear India Pvt Ltd.,202203,,0.03,,,,0.73
28812,275356,Ojas Suppliers Ltd.,202303,,,,,,
28813,275356,Ojas Suppliers Ltd.,202203,,,,,,
28814,255109,Ojas Tradelease And Mall Management Pvt Ltd.,202203,51.59,,,,,1.85
28815,240075,OK Glass Fibre Ltd.,202403,,,,,,7.67
28816,240075,OK Glass Fibre Ltd.,202303,,,,,,9.63
28817,240075,OK Glass Fibre Ltd.,202203,,,,,,11.44
28818,268959,OK Play Auto Pvt Ltd.,202403,,0.50,,,,8.63
28819,268959,OK Play Auto Pvt Ltd.,202303,,0.34,,,,1.20
28820,268959,OK Play Auto Pvt Ltd.,202203,,0.20,,,,1.96
28821,126415,OK Play India Ltd.,202403,,1.19,,,,16.07
28822,126415,OK Play India Ltd.,202303,,0.98,,,,31.50
28823,126415,OK Play India Ltd.,202203,,0.98,,,,27.04
28824,251181,Okay Diagnostic Research Centre Pvt Ltd.,202403,,,,,,1.25
28825,251181,Okay Diagnostic Research Centre Pvt Ltd.,202303,,,,,,1.70
28826,251181,Okay Diagnostic Research Centre Pvt Ltd.,202203,,,,,,1.62
28827,252559,Okaya Power Ltd.,202303,,5.84,,0.55,,215.03
28828,252559,Okaya Power Ltd.,202203,,5.83,,0.55,,365.61
28829,295841,Okinawa Autotech Internationall Pvt Ltd.,202403,,0.87,,0.00,,2.34
28830,295841,Okinawa Autotech Internationall Pvt Ltd.,202303,,0.87,,0.00,,1.36
28831,295841,Okinawa Autotech Internationall Pvt Ltd.,202203,,0.66,,0.00,,120.59
28832,210965,OKS Prepress Services Pvt Ltd.,202303,,0.00,,,,0.20
28833,210965,OKS Prepress Services Pvt Ltd.,202203,,0.00,,,,0.48
28834,296367,OLA Electric Mobility Ltd.,202403,6.19,11.05,,15.21,,87.80
28835,296367,OLA Electric Mobility Ltd.,202303,6.19,11.05,,15.21,,16.38
28836,296367,OLA Electric Mobility Ltd.,202203,6.19,11.05,,15.21,,11.41
28837,306239,Olatech Solutions Ltd.,202403,,,,,,3.81
28838,306239,Olatech Solutions Ltd.,202303,,,,,,1.43
28839,306239,Olatech Solutions Ltd.,202203,,,,,,1.02
28840,132439,Olectra Greentech Ltd.,202403,,13.60,10.42,,,511.06
28841,132439,Olectra Greentech Ltd.,202303,,,10.42,12.25,,629.23
28842,132439,Olectra Greentech Ltd.,202203,,,10.42,9.45,,366.79
28843,310204,Oliria Foods & Beverages Ltd.,202203,,,,,,0.86
28844,309296,Olivia Impex Pvt Ltd.,202403,,,,,,29.40
28845,309296,Olivia Impex Pvt Ltd.,202303,,,,,,23.15
28846,309296,Olivia Impex Pvt Ltd.,202203,,,,,,37.82
28847,121105,Olympia Industries Ltd.,202403,,0.40,,,,20.63
28848,121105,Olympia Industries Ltd.,202303,,0.40,,,,29.15
28849,121105,Olympia Industries Ltd.,202203,,0.40,,,,47.71
28850,222869,Olympic Cards Ltd.,202303,,0.79,,,,2.00
28851,222869,Olympic Cards Ltd.,202203,,0.79,,,,2.12
28852,111632,Olympic Management & Financial Services Ltd.,202403,,,,,,0.21
28853,111632,Olympic Management & Financial Services Ltd.,202303,,,,,,0.21
28854,111632,Olympic Management & Financial Services Ltd.,202203,,,,,,0.26
28855,107609,Olympic Oil Industries Ltd.,202303,,,,,,316.52
28856,107609,Olympic Oil Industries Ltd.,202203,,,,,,316.52
28857,289758,OM Corrugated Pack Pvt Ltd.,202403,,0.32,,,,6.75
28858,289758,OM Corrugated Pack Pvt Ltd.,202303,,0.32,,,,7.16
28859,289758,OM Corrugated Pack Pvt Ltd.,202203,,0.32,,,,6.98
28860,319974,Om Freight Forwarders Ltd.,202403,,,,,,106.50
28861,319974,Om Freight Forwarders Ltd.,202303,,,,,,81.59
28862,319974,Om Freight Forwarders Ltd.,202203,,1.67,,,,91.29
28863,131092,Om Infra Ltd.,202403,,0.06,,,,236.06
28864,131092,Om Infra Ltd.,202303,,0.06,,,,240.07
28865,131092,Om Infra Ltd.,202203,,0.06,,,,84.10
28866,221485,Om Logistics Ltd,202303,,,,,,276.73
28867,221485,Om Logistics Ltd,202203,,,,,,228.42
28868,317395,Om Metallogic Ltd.,202403,,,,,,11.51
28869,317395,Om Metallogic Ltd.,202303,,,,,,10.00
28870,317395,Om Metallogic Ltd.,202203,,,,,,10.86
28871,208881,Om Metals Auto Pvt. Ltd.,202403,,,,,,8.90
28872,208881,Om Metals Auto Pvt. Ltd.,202303,,,,,,7.84
28873,208881,Om Metals Auto Pvt. Ltd.,202203,,0.20,,,,5.90
28874,224910,OM Metals Real Estate Pvt Ltd.,202303,,,,,,
28875,229589,Om Trax Packaging Solutions Ltd.,202403,,,,,,3.56
28876,229589,Om Trax Packaging Solutions Ltd.,202303,,,,,,3.22
28877,229589,Om Trax Packaging Solutions Ltd.,202203,,0.01,,,,2.71
28878,267111,Omansh Enterprises Ltd.,202203,,,,,,1.36
28879,120021,Omax Autos Ltd.,202403,,6.33,,,,2.76
28880,120021,Omax Autos Ltd.,202303,,6.33,,,,10.98
28881,120021,Omax Autos Ltd.,202203,,8.84,,,,19.30
28882,213703,Omaxe Buildhome Private Limited,202403,,,,,,15.53
28883,213703,Omaxe Buildhome Private Limited,202303,,,,,,17.92
28884,213703,Omaxe Buildhome Private Limited,202203,,,,,,19.96
28885,241188,Omaxe Buildwell Pvt Ltd.,202303,,,,,,4.58
28886,241188,Omaxe Buildwell Pvt Ltd.,202203,,,,,,5.76
28887,292220,Omaxe Forest SPA & Hills Developers Ltd.,202303,,,,,,14.03
28888,292220,Omaxe Forest SPA & Hills Developers Ltd.,202203,,,,,,23.36
28889,242171,Omaxe Garv Buildtech Pvt Ltd.,202403,,0.12,,,,3.28
28890,242171,Omaxe Garv Buildtech Pvt Ltd.,202303,,0.12,,,,4.11
28891,242171,Omaxe Garv Buildtech Pvt Ltd.,202203,,,,,,3.39
28892,242109,Omaxe Heritage Pvt Ltd.,202403,,0.07,,,,1.31
28893,242109,Omaxe Heritage Pvt Ltd.,202303,,0.04,,,,
